row_abs,keywords_llm,raw_response
15,"[""realistic mathematics education"", ""mental objects"", ""improper fraction"", ""mathematical practices"", ""design experiment""]","{""keywords"": [""realistic mathematics education"", ""mental objects"", ""improper fraction"", ""mathematical practices"", ""design experiment""]}"
16,"[""mathematics education"", ""dialogism"", ""responsibility"", ""biodiversity"", ""cultural diversity""]","{""keywords"": [""mathematics education"", ""dialogism"", ""responsibility"", ""biodiversity"", ""cultural diversity""]}"
17,"[""mathematics education"", ""cartography"", ""vulnerable groups"", ""informal learning"", ""fieldwork""]","{""keywords"": [""mathematics education"", ""cartography"", ""vulnerable groups"", ""informal learning"", ""fieldwork""]}"
18,"[""mathematics education"", ""immigrant students"", ""globalisation"", ""ghettoisation"", ""critical pedagogy""]","{""keywords"": [""mathematics education"", ""immigrant students"", ""globalisation"", ""ghettoisation"", ""critical pedagogy""]}"
19,"[""mathematics education"", ""sustainable development"", ""rural schools"", ""united nations"", ""ethnomathematics""]","{""keywords"": [""mathematics education"", ""sustainable development"", ""rural schools"", ""united nations"", ""ethnomathematics""]}"
20,"[""mathematics education"", ""racism"", ""urban classroom"", ""racial identity"", ""inequality""]","{""keywords"": [""mathematics education"", ""racism"", ""urban classroom"", ""racial identity"", ""inequality""]}"
21,"[""critical mathematics education"", ""climate change"", ""teacher education"", ""statistics course"", ""active network theory""]","{""keywords"": [""critical mathematics education"", ""climate change"", ""teacher education"", ""statistics course"", ""active network theory""]}"
22,"[""feminist perspective"", ""mathematics education"", ""literature review"", ""feminist theory"", ""research methodology""]","{""keywords"": [""feminist perspective"", ""mathematics education"", ""literature review"", ""feminist theory"", ""research methodology""]}"
23,"[""mathematics education"", ""geopolitical context"", ""language literacies"", ""knowledge making"", ""relational thinking""]","{""keywords"": [""mathematics education"", ""geopolitical context"", ""language literacies"", ""knowledge making"", ""relational thinking""]}"
24,"[""mathematics education"", ""technology integration"", ""teacher knowledge"", ""educational technologies"", ""classroom instruction""]","{""keywords"": [""mathematics education"", ""technology integration"", ""teacher knowledge"", ""educational technologies"", ""classroom instruction""]}"
25,"[""mathematics education"", ""chatbots"", ""artificial intelligence"", ""student assessment"", ""statistics""]","{""keywords"": [""mathematics education"", ""chatbots"", ""artificial intelligence"", ""student assessment"", ""statistics""]}"
26,"[""mathematics education"", ""vulnerable populations"", ""literature review"", ""inclusive education"", ""numeracy""]","{""keywords"": [""mathematics education"", ""vulnerable populations"", ""literature review"", ""inclusive education"", ""numeracy""]}"
27,"[""mathematics education"", ""early childhood teachers"", ""classroom videos"", ""teaching role"", ""mathematical relations""]","{""keywords"": [""mathematics education"", ""early childhood teachers"", ""classroom videos"", ""teaching role"", ""mathematical relations""]}"
28,"[""mathematics education"", ""self efficacy"", ""teacher training"", ""secondary school"", ""content analysis""]","{""keywords"": [""mathematics education"", ""self efficacy"", ""teacher training"", ""secondary school"", ""content analysis""]}"
29,"[""mathematics education"", ""hamilton vector formula"", ""critical thinking"", ""problem solving skills"", ""mathematical competencies""]","{""keywords"": [""mathematics education"", ""hamilton vector formula"", ""critical thinking"", ""problem solving skills"", ""mathematical competencies""]}"
30,"[""mathematics achievement"", ""self regulation"", ""socioeconomic status"", ""emotional regulation"", ""metacognitive strategies""]","{""keywords"": [""mathematics achievement"", ""self regulation"", ""socioeconomic status"", ""emotional regulation"", ""metacognitive strategies""]}"
31,"[""augmented reality"", ""virtual reality"", ""mathematics education"", ""academic achievement"", ""inclusive education""]","{""keywords"": [""augmented reality"", ""virtual reality"", ""mathematics education"", ""academic achievement"", ""inclusive education""]}"
32,"[""mathematics education"", ""teacher professional development"", ""student learning"", ""literature review"", ""professional growth""]","{""keywords"": [""mathematics education"", ""teacher professional development"", ""student learning"", ""literature review"", ""professional growth""]}"
33,"[""mathematics education"", ""pedagogical strategies"", ""semiotic mediation"", ""classroom interaction"", ""primary school""]","{""keywords"": [""mathematics education"", ""pedagogical strategies"", ""semiotic mediation"", ""classroom interaction"", ""primary school""]}"
34,"[""mathematics education"", ""pre service teachers"", ""technological environment"", ""didactic suitability"", ""educational process""]","{""keywords"": [""mathematics education"", ""pre service teachers"", ""technological environment"", ""didactic suitability"", ""educational process""]}"
35,"[""mathematics education"", ""statistical accessibility"", ""educational research"", ""social network analysis"", ""data analysis""]","{""keywords"": [""mathematics education"", ""statistical accessibility"", ""educational research"", ""social network analysis"", ""data analysis""]}"
36,"[""artificial intelligence"", ""mathematics education"", ""systematic review"", ""intelligent learning systems"", ""online assessment""]","{""keywords"": [""artificial intelligence"", ""mathematics education"", ""systematic review"", ""intelligent learning systems"", ""online assessment""]}"
37,"[""math anxiety"", ""primary school teachers"", ""math teaching anxiety"", ""academic performance"", ""self confidence""]","{""keywords"": [""math anxiety"", ""primary school teachers"", ""math teaching anxiety"", ""academic performance"", ""self confidence""]}"
38,"[""mathematics education"", ""youth and adult education"", ""dialogic perspective"", ""freirean pedagogy"", ""teacher training""]","{""keywords"": [""mathematics education"", ""youth and adult education"", ""dialogic perspective"", ""freirean pedagogy"", ""teacher training""]}"
39,"[""mathematics education"", ""teacher educators"", ""communicative approaches"", ""primary teachers"", ""pedagogical interactions""]","{""keywords"": [""mathematics education"", ""teacher educators"", ""communicative approaches"", ""primary teachers"", ""pedagogical interactions""]}"
40,"[""mathematics education"", ""ethnomathematical articulation"", ""culturally diverse classrooms"", ""teacher training"", ""problem solving""]","{""keywords"": [""mathematics education"", ""ethnomathematical articulation"", ""culturally diverse classrooms"", ""teacher training"", ""problem solving""]}"
41,"[""sustainable development"", ""statistics education"", ""primary education"", ""mathematics textbooks"", ""cognitive demand""]","{""keywords"": [""sustainable development"", ""statistics education"", ""primary education"", ""mathematics textbooks"", ""cognitive demand""]}"
42,"[""mathematics education"", ""disciplinary scientific area"", ""primary school teachers"", ""academic levels"", ""historical evolution""]","{""keywords"": [""mathematics education"", ""disciplinary scientific area"", ""primary school teachers"", ""academic levels"", ""historical evolution""]}"
43,"[""mathematical contextualization"", ""mathematics education"", ""problem solving"", ""primary education"", ""teacher training""]","{""keywords"": [""mathematical contextualization"", ""mathematics education"", ""problem solving"", ""primary education"", ""teacher training""]}"
44,"[""artificial intelligence"", ""mathematics education"", ""chatbots"", ""digital competence"", ""educational environments""]","{""keywords"": [""artificial intelligence"", ""mathematics education"", ""chatbots"", ""digital competence"", ""educational environments""]}"
45,"[""mathematics education"", ""ethnomathematics"", ""colombian culture"", ""traditional foods"", ""mathematical processes""]","{""keywords"": [""mathematics education"", ""ethnomathematics"", ""colombian culture"", ""traditional foods"", ""mathematical processes""]}"
46,"[""mathematical modelling"", ""teacher education"", ""primary school"", ""anthropological theory"", ""didactics of mathematics""]","{""keywords"": [""mathematical modelling"", ""teacher education"", ""primary school"", ""anthropological theory"", ""didactics of mathematics""]}"
47,"[""mathematics education"", ""postgraduate studies"", ""venezuelan universities"", ""bibliometric analysis"", ""latin american countries""]","{""keywords"": [""mathematics education"", ""postgraduate studies"", ""venezuelan universities"", ""bibliometric analysis"", ""latin american countries""]}"
48,"[""mathematics education"", ""primary teachers"", ""teaching methods"", ""contextual learning"", ""mathematical skills""]","{""keywords"": [""mathematics education"", ""primary teachers"", ""teaching methods"", ""contextual learning"", ""mathematical skills""]}"
49,"[""mathematics education"", ""critical thinking"", ""computational thinking"", ""secondary school students"", ""mathematical competencies""]","{""keywords"": [""mathematics education"", ""critical thinking"", ""computational thinking"", ""secondary school students"", ""mathematical competencies""]}"
50,"[""mathematics education"", ""distance learning"", ""pandemic effects"", ""teacher training"", ""virtual interviews""]","{""keywords"": [""mathematics education"", ""distance learning"", ""pandemic effects"", ""teacher training"", ""virtual interviews""]}"
51,"[""mathematics education"", ""anthropological theory"", ""didactic paradigm"", ""value judgement"", ""praxeology""]","{""keywords"": [""mathematics education"", ""anthropological theory"", ""didactic paradigm"", ""value judgement"", ""praxeology""]}"
52,"[""mathematics education"", ""secondary education"", ""teaching resources"", ""systematic review"", ""didactic materials""]","{""keywords"": [""mathematics education"", ""secondary education"", ""teaching resources"", ""systematic review"", ""didactic materials""]}"
53,"[""virtual reality"", ""mathematics education"", ""pedagogical focus"", ""multidisciplinary approach"", ""technology implementation""]","{""keywords"": [""virtual reality"", ""mathematics education"", ""pedagogical focus"", ""multidisciplinary approach"", ""technology implementation""]}"
54,"[""mathematics education"", ""research groups"", ""state of the art"", ""scientific production"", ""brazilian context""]","{""keywords"": [""mathematics education"", ""research groups"", ""state of the art"", ""scientific production"", ""brazilian context""]}"
55,"[""mathematical identity"", ""virtual education"", ""engineering students"", ""university studies"", ""mathematics education""]","{""keywords"": [""mathematical identity"", ""virtual education"", ""engineering students"", ""university studies"", ""mathematics education""]}"
56,"[""mathematics education"", ""teacher role"", ""primary education"", ""instructional practices"", ""latent class analysis""]","{""keywords"": [""mathematics education"", ""teacher role"", ""primary education"", ""instructional practices"", ""latent class analysis""]}"
57,"[""mathematics education"", ""doctoral theses"", ""scientific impact"", ""evaluation criteria"", ""research centers""]","{""keywords"": [""mathematics education"", ""doctoral theses"", ""scientific impact"", ""evaluation criteria"", ""research centers""]}"
58,"[""mathematics education"", ""anthropological theory"", ""ontosemiotic approach"", ""value judgement"", ""didactic suitability""]","{""keywords"": [""mathematics education"", ""anthropological theory"", ""ontosemiotic approach"", ""value judgement"", ""didactic suitability""]}"
59,"[""critical mathematics education"", ""participatory action research"", ""high school students"", ""classroom practices"", ""social practices""]","{""keywords"": [""critical mathematics education"", ""participatory action research"", ""high school students"", ""classroom practices"", ""social practices""]}"
60,"[""mathematics education"", ""black african immigrants"", ""youth population"", ""social justice"", ""duoethnography""]","{""keywords"": [""mathematics education"", ""black african immigrants"", ""youth population"", ""social justice"", ""duoethnography""]}"
61,"[""mathematics education"", ""epistemological anarchism"", ""scientific progress"", ""aesthetic issues"", ""knowledge production""]","{""keywords"": [""mathematics education"", ""epistemological anarchism"", ""scientific progress"", ""aesthetic issues"", ""knowledge production""]}"
62,"[""mathematics education"", ""video production"", ""social issues"", ""teacher training"", ""mathematical knowledge""]","{""keywords"": [""mathematics education"", ""video production"", ""social issues"", ""teacher training"", ""mathematical knowledge""]}"
63,"[""mathematics education"", ""lgbtqiap+ community"", ""social justice"", ""gender identity"", ""critical pedagogy""]","{""keywords"": [""mathematics education"", ""lgbtqiap+ community"", ""social justice"", ""gender identity"", ""critical pedagogy""]}"
64,"[""mathematics education"", ""critical thinking"", ""student perspectives"", ""societal relevance"", ""mathematical skills""]","{""keywords"": [""mathematics education"", ""critical thinking"", ""student perspectives"", ""societal relevance"", ""mathematical skills""]}"
65,"[""critical mathematics education"", ""human rights"", ""pedagogical action"", ""mathematical literacy"", ""social transformation""]","{""keywords"": [""critical mathematics education"", ""human rights"", ""pedagogical action"", ""mathematical literacy"", ""social transformation""]}"
66,[],
67,"[""mathematics education"", ""programming projects"", ""john dewey"", ""constructionism"", ""educational experience""]","{""keywords"": [""mathematics education"", ""programming projects"", ""john dewey"", ""constructionism"", ""educational experience""]}"
68,"[""critical mathematics education"", ""student perspectives"", ""classroom instruction"", ""mathematics teaching"", ""critical consciousness""]","{""keywords"": [""critical mathematics education"", ""student perspectives"", ""classroom instruction"", ""mathematics teaching"", ""critical consciousness""]}"
69,"[""mathematics education"", ""rural school"", ""labor concept"", ""marxist theory"", ""ethnographic research""]","{""keywords"": [""mathematics education"", ""rural school"", ""labor concept"", ""marxist theory"", ""ethnographic research""]}"
70,"[""gifted education"", ""critical mathematics"", ""educational needs"", ""intellectual stimulation"", ""inclusive education""]","{""keywords"": [""gifted education"", ""critical mathematics"", ""educational needs"", ""intellectual stimulation"", ""inclusive education""]}"
71,"[""mathematics education"", ""indigenous people"", ""decolonization"", ""social justice"", ""amazon forest""]","{""keywords"": [""mathematics education"", ""indigenous people"", ""decolonization"", ""social justice"", ""amazon forest""]}"
72,"[""mathematics education"", ""decolonization"", ""native language learning"", ""pedagogical approach"", ""mathematical reasoning""]","{""keywords"": [""mathematics education"", ""decolonization"", ""native language learning"", ""pedagogical approach"", ""mathematical reasoning""]}"
73,"[""mathematics education"", ""ethnic relations"", ""racial issues"", ""teacher training"", ""brazilian education""]","{""keywords"": [""mathematics education"", ""ethnic relations"", ""racial issues"", ""teacher training"", ""brazilian education""]}"
74,"[""mathematics education"", ""white supremacy"", ""settler colonialism"", ""social justice"", ""equity research""]","{""keywords"": [""mathematics education"", ""white supremacy"", ""settler colonialism"", ""social justice"", ""equity research""]}"
75,"[""mathematics education"", ""socio political approach"", ""critical mathematics education"", ""mathematical modelling"", ""decolonial turn""]","{""keywords"": [""mathematics education"", ""socio political approach"", ""critical mathematics education"", ""mathematical modelling"", ""decolonial turn""]}"
76,"[""critical mathematics education"", ""ethnomathematics"", ""mathematics teacher"", ""social context"", ""cultural approaches""]","{""keywords"": [""critical mathematics education"", ""ethnomathematics"", ""mathematics teacher"", ""social context"", ""cultural approaches""]}"
77,"[""mathematical programming"", ""primary education"", ""gender equality"", ""educational technology"", ""mathematical competence""]","{""keywords"": [""mathematical programming"", ""primary education"", ""gender equality"", ""educational technology"", ""mathematical competence""]}"
78,"[""mathematics education"", ""lego robotics"", ""didactic games"", ""secondary education"", ""constructivist learning""]","{""keywords"": [""mathematics education"", ""lego robotics"", ""didactic games"", ""secondary education"", ""constructivist learning""]}"
79,"[""mathematics education"", ""primary students"", ""virtual simulation"", ""quantity problems"", ""mixed methods research""]","{""keywords"": [""mathematics education"", ""primary students"", ""virtual simulation"", ""quantity problems"", ""mixed methods research""]}"
80,"[""mathematics education"", ""students with disability"", ""inclusive education"", ""special education"", ""mathematics teaching""]","{""keywords"": [""mathematics education"", ""students with disability"", ""inclusive education"", ""special education"", ""mathematics teaching""]}"
81,"[""brazilian education"", ""ideb algorithm"", ""statistical analysis"", ""educational quality"", ""mathematical modeling""]","{""keywords"": [""brazilian education"", ""ideb algorithm"", ""statistical analysis"", ""educational quality"", ""mathematical modeling""]}"
82,"[""mathematical competence"", ""primary school"", ""physical education"", ""mathematics learning"", ""problem solving""]","{""keywords"": [""mathematical competence"", ""primary school"", ""physical education"", ""mathematics learning"", ""problem solving""]}"
83,"[""mathematical competence"", ""university students"", ""primary teachers"", ""math education"", ""self perception""]","{""keywords"": [""mathematical competence"", ""university students"", ""primary teachers"", ""math education"", ""self perception""]}"
84,"[""mathematics education"", ""international mathematical olympiad"", ""regional olympiads"", ""mathematics competition"", ""iberian american countries""]","{""keywords"": [""mathematics education"", ""international mathematical olympiad"", ""regional olympiads"", ""mathematics competition"", ""iberian american countries""]}"
85,"[""mathematics education"", ""social inequality"", ""diversity"", ""critical perspective"", ""social subjectivities""]","{""keywords"": [""mathematics education"", ""social inequality"", ""diversity"", ""critical perspective"", ""social subjectivities""]}"
86,"[""mathematics education"", ""critical views"", ""marxist theory"", ""poststructuralism"", ""sociopolitical movement""]","{""keywords"": [""mathematics education"", ""critical views"", ""marxist theory"", ""poststructuralism"", ""sociopolitical movement""]}"
87,"[""critical mathematics education"", ""social justice"", ""ethnomathematics"", ""socio political context"", ""mathematics education""]","{""keywords"": [""critical mathematics education"", ""social justice"", ""ethnomathematics"", ""socio political context"", ""mathematics education""]}"
88,"[""mathematics education"", ""diversity production"", ""educational policies"", ""student formation"", ""dominant narratives""]","{""keywords"": [""mathematics education"", ""diversity production"", ""educational policies"", ""student formation"", ""dominant narratives""]}"
89,"[""rural education"", ""mathematics learning"", ""flexible teaching"", ""secondary school"", ""digital technology""]","{""keywords"": [""rural education"", ""mathematics learning"", ""flexible teaching"", ""secondary school"", ""digital technology""]}"
90,"[""mathematics education"", ""decolonial movements"", ""african knowledge"", ""ludwig wittgenstein"", ""afro diasporic dialogues""]","{""keywords"": [""mathematics education"", ""decolonial movements"", ""african knowledge"", ""ludwig wittgenstein"", ""afro diasporic dialogues""]}"
91,"[""autism spectrum disorder"", ""mathematical argumentation"", ""inclusive education"", ""dialogical communication"", ""interactive groups""]","{""keywords"": [""autism spectrum disorder"", ""mathematical argumentation"", ""inclusive education"", ""dialogical communication"", ""interactive groups""]}"
92,"[""digital skills"", ""mathematics education"", ""higher education"", ""teaching competence"", ""mathematical knowledge""]","{""keywords"": [""digital skills"", ""mathematics education"", ""higher education"", ""teaching competence"", ""mathematical knowledge""]}"
93,"[""mathematics education"", ""teacher training"", ""epistemology"", ""scientific research"", ""pedagogy""]","{""keywords"": [""mathematics education"", ""teacher training"", ""epistemology"", ""scientific research"", ""pedagogy""]}"
94,"[""mathematics teaching"", ""educational evaluation"", ""school environment"", ""teacher autonomy"", ""learning assessment""]","{""keywords"": [""mathematics teaching"", ""educational evaluation"", ""school environment"", ""teacher autonomy"", ""learning assessment""]}"
95,"[""math anxiety"", ""primary education"", ""covid 19 pandemic"", ""student fear"", ""mathematics education""]","{""keywords"": [""math anxiety"", ""primary education"", ""covid 19 pandemic"", ""student fear"", ""mathematics education""]}"
96,"[""decolonial education"", ""mathematics education"", ""transcomplex methodology"", ""sentipensante philosophy"", ""ecosophical hermeneutics""]","{""keywords"": [""decolonial education"", ""mathematics education"", ""transcomplex methodology"", ""sentipensante philosophy"", ""ecosophical hermeneutics""]}"
97,"[""mathematics education"", ""primary education"", ""multibase material"", ""ontosemiotic analysis"", ""numerical concepts""]","{""keywords"": [""mathematics education"", ""primary education"", ""multibase material"", ""ontosemiotic analysis"", ""numerical concepts""]}"
98,"[""mathematics education"", ""virtual education"", ""didactic suitability"", ""rural education"", ""ontosemiotic approach""]","{""keywords"": [""mathematics education"", ""virtual education"", ""didactic suitability"", ""rural education"", ""ontosemiotic approach""]}"
99,"[""mathematics education"", ""gamification"", ""geometric figures"", ""virtual games"", ""quantitative approach""]","{""keywords"": [""mathematics education"", ""gamification"", ""geometric figures"", ""virtual games"", ""quantitative approach""]}"
100,"[""numerical ability"", ""cognitive psychology"", ""mathematics education"", ""early childhood development"", ""numerical cognition""]","{""keywords"": [""numerical ability"", ""cognitive psychology"", ""mathematics education"", ""early childhood development"", ""numerical cognition""]}"
101,"[""piagetian psychology"", ""mathematics education"", ""higher education students"", ""teaching methods"", ""cognitive development""]","{""keywords"": [""piagetian psychology"", ""mathematics education"", ""higher education students"", ""teaching methods"", ""cognitive development""]}"
102,"[""statistical education"", ""critical mathematics"", ""statistical thinking"", ""mathematics education"", ""critical theory""]","{""keywords"": [""statistical education"", ""critical mathematics"", ""statistical thinking"", ""mathematics education"", ""critical theory""]}"
103,"[""mathematics education"", ""gender perception"", ""secondary students"", ""costa rica"", ""mathematics competence""]","{""keywords"": [""mathematics education"", ""gender perception"", ""secondary students"", ""costa rica"", ""mathematics competence""]}"
104,"[""mathematics education"", ""argumentation model"", ""early childhood"", ""classroom interaction"", ""argumentative situation""]","{""keywords"": [""mathematics education"", ""argumentation model"", ""early childhood"", ""classroom interaction"", ""argumentative situation""]}"
105,"[""mathematical education"", ""primary teachers"", ""preservice training"", ""mathematical content"", ""pedagogical content""]","{""keywords"": [""mathematical education"", ""primary teachers"", ""preservice training"", ""mathematical content"", ""pedagogical content""]}"
106,"[""higher education"", ""operational research"", ""performance measurement"", ""capacity planning"", ""resource allocation""]","{""keywords"": [""higher education"", ""operational research"", ""performance measurement"", ""capacity planning"", ""resource allocation""]}"
107,[],
108,"[""inclusive mathematics education"", ""master's program"", ""teacher training"", ""disability context"", ""mathematics education""]","{""keywords"": [""inclusive mathematics education"", ""master's program"", ""teacher training"", ""disability context"", ""mathematics education""]}"
109,"[""mathematics education"", ""decolonial education"", ""freirian liberation"", ""transcomplex methodology"", ""rhizomatic deconstruction""]","{""keywords"": [""mathematics education"", ""decolonial education"", ""freirian liberation"", ""transcomplex methodology"", ""rhizomatic deconstruction""]}"
110,"[""mathematics education"", ""teacher knowledge"", ""mathematical concepts"", ""primary education"", ""teaching practices""]","{""keywords"": [""mathematics education"", ""teacher knowledge"", ""mathematical concepts"", ""primary education"", ""teaching practices""]}"
111,"[""mathematics education"", ""secondary school"", ""sao tome"", ""qualitative approach"", ""curricula development""]","{""keywords"": [""mathematics education"", ""secondary school"", ""sao tome"", ""qualitative approach"", ""curricula development""]}"
112,"[""mathematical modeling"", ""elementary education"", ""interdisciplinary learning"", ""hydraulic arm"", ""scientific practice""]","{""keywords"": [""mathematical modeling"", ""elementary education"", ""interdisciplinary learning"", ""hydraulic arm"", ""scientific practice""]}"
113,"[""mathematical knowledge"", ""teacher education"", ""early childhood"", ""pedagogical knowledge"", ""teaching practices""]","{""keywords"": [""mathematical knowledge"", ""teacher education"", ""early childhood"", ""pedagogical knowledge"", ""teaching practices""]}"
114,"[""mathematics fluency"", ""serious games"", ""primary education"", ""gamification strategy"", ""educational software""]","{""keywords"": [""mathematics fluency"", ""serious games"", ""primary education"", ""gamification strategy"", ""educational software""]}"
115,"[""mathematics education"", ""hispanic american countries"", ""open access documentation"", ""educational levels"", ""pedagogical notions""]","{""keywords"": [""mathematics education"", ""hispanic american countries"", ""open access documentation"", ""educational levels"", ""pedagogical notions""]}"
116,"[""mathematics education"", ""decroly method"", ""educational games"", ""school supplies"", ""teaching mathematics""]","{""keywords"": [""mathematics education"", ""decroly method"", ""educational games"", ""school supplies"", ""teaching mathematics""]}"
117,"[""mathematics education"", ""colombian community"", ""educational level"", ""pedagogical notions"", ""mathematics topics""]","{""keywords"": [""mathematics education"", ""colombian community"", ""educational level"", ""pedagogical notions"", ""mathematics topics""]}"
118,"[""mathematical competence"", ""primary education"", ""project based learning"", ""case study method"", ""mathematics curriculum""]","{""keywords"": [""mathematical competence"", ""primary education"", ""project based learning"", ""case study method"", ""mathematics curriculum""]}"
119,"[""sustainable development"", ""math education"", ""teacher training"", ""early childhood education"", ""mathematical competencies""]","{""keywords"": [""sustainable development"", ""math education"", ""teacher training"", ""early childhood education"", ""mathematical competencies""]}"
120,"[""game based learning"", ""mathematics education"", ""higher education"", ""cognitive development"", ""educational technology""]","{""keywords"": [""game based learning"", ""mathematics education"", ""higher education"", ""cognitive development"", ""educational technology""]}"
121,"[""mathematics education"", ""teacher education"", ""intellectual divides"", ""collaborative approach"", ""equity""]","{""keywords"": [""mathematics education"", ""teacher education"", ""intellectual divides"", ""collaborative approach"", ""equity""]}"
122,"[""mathematical literacy"", ""physical education"", ""problem solving"", ""mathematics education"", ""primary school""]","{""keywords"": [""mathematical literacy"", ""physical education"", ""problem solving"", ""mathematics education"", ""primary school""]}"
123,[],
124,"[""stem skills"", ""haitian migrant workers"", ""multicultural classroom"", ""ethnomodeling"", ""mathematical processes""]","{""keywords"": [""stem skills"", ""haitian migrant workers"", ""multicultural classroom"", ""ethnomodeling"", ""mathematical processes""]}"
125,"[""stereotype threat"", ""stem education"", ""latent class analysis"", ""social identities"", ""stereotype susceptibility""]","{""keywords"": [""stereotype threat"", ""stem education"", ""latent class analysis"", ""social identities"", ""stereotype susceptibility""]}"
126,"[""mathematics education"", ""co authorship networks"", ""delphi method"", ""bibliometric methods"", ""scientific collaboration""]","{""keywords"": [""mathematics education"", ""co authorship networks"", ""delphi method"", ""bibliometric methods"", ""scientific collaboration""]}"
127,"[""working memory"", ""math anxiety"", ""arithmetic skills"", ""elementary education"", ""mathematics learning""]","{""keywords"": [""working memory"", ""math anxiety"", ""arithmetic skills"", ""elementary education"", ""mathematics learning""]}"
128,"[""mathematics education"", ""primary school"", ""teacher training"", ""brazil"", ""mathematics teaching""]","{""keywords"": [""mathematics education"", ""primary school"", ""teacher training"", ""brazil"", ""mathematics teaching""]}"
129,"[""mathematics education"", ""digital humanities"", ""textual analysis"", ""brazilian research"", ""knowledge production""]","{""keywords"": [""mathematics education"", ""digital humanities"", ""textual analysis"", ""brazilian research"", ""knowledge production""]}"
130,"[""decolonial education"", ""mathematical education"", ""transdisciplinary methodology"", ""anthropolitics"", ""cognitive systematization""]","{""keywords"": [""decolonial education"", ""mathematical education"", ""transdisciplinary methodology"", ""anthropolitics"", ""cognitive systematization""]}"
131,"[""mathematical education"", ""educational heritage"", ""history of education"", ""didactics of mathematics"", ""research programme""]","{""keywords"": [""mathematical education"", ""educational heritage"", ""history of education"", ""didactics of mathematics"", ""research programme""]}"
132,"[""mathematics education"", ""iberian heritage"", ""scientific development"", ""mathematical knowledge"", ""educational activity""]","{""keywords"": [""mathematics education"", ""iberian heritage"", ""scientific development"", ""mathematical knowledge"", ""educational activity""]}"
133,"[""mathematics education"", ""international research"", ""educational development"", ""research community"", ""scientific influence""]","{""keywords"": [""mathematics education"", ""international research"", ""educational development"", ""research community"", ""scientific influence""]}"
